ˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉ
 NANO Node Vote Tallies → Grouped by [Root Hash] → Sorted by [Timestamp]
ˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍ
  498x ROOT: 4070C203A31F0C8DC895EEEAEB358D3806CD342B876E55B51AD75D2EE03FF25A
 MAIN BLOCK: 4FE0807D6666E4389381A91A34BAC3A06A906E67950722A6AB3476799A5271EA 
 FORK BLOCK: 070BFF6310BA814F2E94C22C5592F61A7D7D119CEDDB5DD751F60CFDE5D097DD
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
--------------------------------------------------------------------------------
    7x ROOT: D4E69B03022642FB220DABDAADE6AE73D263B0EC94E7EB1BE93280121592C2B9
 MAIN BLOCK: 619ACF2B42238EF591D7B161727A2584B6EAA336796E884DC7097FF07BF7E6A7 
 FORK BLOCK: 20D085D09DFDA9A2507F0752220BEC03FB5C718B9BA1658835804B6181CAF186
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         45,52% |           0,00% |   [2018-06-18 05:35:55.829984]
         51,53% |           0,00% |   [2018-06-18 05:35:55.832984]
         61,12% |           0,00% |   [2018-06-18 05:35:55.858982]
         62,79% |           0,00% |   [2018-06-18 05:35:55.859982]
         67,14% |           0,00% |   [2018-06-18 05:35:56.225977]
         67,57% |           0,00% |   [2018-06-18 05:35:56.228977]
         70,39% |           0,00% |   [2018-06-18 05:35:56.229978]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    7x ROOT: 4327D7338400BB61AA4008CB1FAE4620FA874793AB6E9C136A53E4B0FC56AADA
 MAIN BLOCK: 16542B4EBEE33321CEF2A7903D507DC2BE0A8698216DB96EF97DF30728124F7E 
 FORK BLOCK: 8730C626B19F0FBBF8E4D7FDC657EE0147F91B57379DBA00019799777DC5DE9E
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         38,90% |           0,00% |   [2018-06-18 05:57:01.278058]
         52,05% |           0,00% |   [2018-06-18 05:57:01.283052]
         53,71% |           0,00% |   [2018-06-18 05:57:01.291057]
         63,31% |           0,00% |   [2018-06-18 05:57:01.299059]
         67,67% |           0,00% |   [2018-06-18 05:57:01.662415]
         68,09% |           0,00% |   [2018-06-18 05:57:01.664414]
         70,91% |           0,00% |   [2018-06-18 05:57:01.666420]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    7x ROOT: 407456F3767F3F786A29E28E03F9160BCA75E007146D42988B5854C8D986E2A9
 MAIN BLOCK: CF99FAF186A964FB7B2058691019135A9824207647EAD9ED3CD22E851C4FFBBB 
 FORK BLOCK: 3B0EBC201D646062EFA563978CC56D07A958E12F88A36B750DC06083DBC1F5F5
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         40,20% |           0,00% |   [2018-06-18 06:06:32.826599]
         53,35% |           0,00% |   [2018-06-18 06:06:32.829600]
         62,94% |           0,00% |   [2018-06-18 06:06:32.832600]
         63,49% |           0,00% |   [2018-06-18 06:06:32.872598]
         67,84% |           0,00% |   [2018-06-18 06:06:32.886608]
         70,66% |           0,00% |   [2018-06-18 06:06:32.925597]
         71,09% |           0,00% |   [2018-06-18 06:06:33.657034]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    7x ROOT: 95186F0E9510227B24E6C3AE495D6FAC04CF0B87B143EAAC8D1A5F0345F4296F
 MAIN BLOCK: BD367324ABB5FF3497E14BA7B8E1A05B9B5BD9AC7D71521B3D633B88A17A85E2 
 FORK BLOCK: 10A74129BE8402124EDAD8423076C4C449331F24045ED0A7218A768F26A89EC0
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         40,95% |           0,00% |   [2018-06-18 06:17:04.002031]
         54,10% |           0,00% |   [2018-06-18 06:17:04.004030]
         63,70% |           0,00% |   [2018-06-18 06:17:04.034030]
         68,05% |           0,00% |   [2018-06-18 06:17:04.075027]
         70,87% |           0,00% |   [2018-06-18 06:17:04.550128]
         70,85% |           0,00% |   [2018-06-18 06:17:20.823321]
         70,85% |           0,00% |   [2018-06-18 06:17:57.096926]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    7x ROOT: 4BDD06CF864E09C74BA6A64E1B22DC077EEC2EB828863600939C158852FF08D6
 MAIN BLOCK: BFF65983592C7044BB3F2795EC6A8D1A9B791722BF2191F843C8BB59C9809E4A 
 FORK BLOCK: A44340D60D3B585CB0BEC76A651F6AD1022D36493277EDBDAAEBB27728DFCBA7
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         40,40% |           0,00% |   [2018-06-18 06:17:04.566129]
         53,55% |           0,00% |   [2018-06-18 06:17:04.568128]
         63,15% |           0,00% |   [2018-06-18 06:17:04.569128]
         67,51% |           0,00% |   [2018-06-18 06:17:04.572128]
         70,32% |           0,00% |   [2018-06-18 06:17:04.574128]
         70,31% |           0,00% |   [2018-06-18 06:17:20.824321]
         70,31% |           0,00% |   [2018-06-18 06:17:57.098925]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    7x ROOT: 499D771672789A96F67D6862D8DFDDA86F8D64465F1071EFEDFE4A5C255F36C2
 MAIN BLOCK: 501A884D7B130F9C87D9D1B5C27F7996D6EA8E53C19822B9116AC9E5209232BD 
 FORK BLOCK: CEF3914A6DAE2FC9F28E3CDF9A124C584CEDC6B18BFB1BE22E13A106D65AB0B5
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         42,90% |           0,00% |   [2018-06-18 08:57:08.421080]
         52,24% |           0,00% |   [2018-06-18 08:57:08.431087]
         53,96% |           0,00% |   [2018-06-18 08:57:08.442076]
         56,67% |           0,00% |   [2018-06-18 08:57:08.463074]
         62,57% |           0,00% |   [2018-06-18 08:57:08.486078]
         66,92% |           0,00% |   [2018-06-18 08:57:08.873090]
         69,74% |           0,00% |   [2018-06-18 08:57:08.882090]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    6x ROOT: 5E761D2F847716B83BCE34C9460D2A3AB7F7EAEACDAFF9A17C39672D1827B962
 MAIN BLOCK: C0F24208CDF8B3F5508DC34E82AB2B30CB285A9C7994E719B811479A685E8CD2 
 FORK BLOCK: 795DBC9B0A99305C6F34DDBBDB67D4D6074A43C7F1F2BB107FC846195FD119F4
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         49,72% |           0,00% |   [2018-06-18 00:31:38.743021]
         61,88% |           0,00% |   [2018-06-18 00:31:38.754034]
         67,21% |           0,00% |   [2018-06-18 00:31:38.788033]
         74,47% |           0,00% |   [2018-06-18 00:31:38.810019]
         77,54% |           0,00% |   [2018-06-18 00:31:38.871031]
         82,54% |           0,00% |   [2018-06-18 00:31:38.883043]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    6x ROOT: 7A29911C4964BED7E613CF714E4330CC159804D65A0308A264BD78FD2CDE00AA
 MAIN BLOCK: 7573D890C9A09AC08D6A10E708FA8554648E00FCE16CEB6BF829B323EDC7A211 
 FORK BLOCK: 5651C60FEE0E14D111F4B60E343315F938D2A53300E2CD60FCA17A0E252B84B7
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         41,13% |           0,00% |   [2018-06-18 02:09:23.837613]
         47,18% |           0,00% |   [2018-06-18 02:09:23.873792]
         60,16% |           0,00% |   [2018-06-18 02:09:23.878791]
         64,26% |           0,00% |   [2018-06-18 02:09:23.929795]
         67,17% |           0,00% |   [2018-06-18 02:09:24.225837]
         69,74% |           0,08% |   [2018-06-18 09:51:42.914016]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    6x ROOT: 5A6752CA224FD4FBE7E400D5563019E24CB2AD597C4C0ED52AEB445FE94E8A0E
 MAIN BLOCK: 5A5DEE06EDD7B7601D5FC57BAE98D122C641F14396A86288D47EB0C2E9CD7BF1 
 FORK BLOCK: 04A52520A4F79830405E643AB08E19111CD39919CB9BD7C947020EA01AC23F45
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         45,38% |           0,00% |   [2018-06-18 03:46:26.347337]
         53,80% |           0,00% |   [2018-06-18 03:46:26.349336]
         55,42% |           0,00% |   [2018-06-18 03:46:26.350336]
         65,22% |           0,00% |   [2018-06-18 03:46:26.708325]
         69,33% |           0,00% |   [2018-06-18 03:46:26.710326]
         72,05% |           0,00% |   [2018-06-18 03:46:26.713325]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    6x ROOT: C4EF63C1D4F4DF5470687B8104F6C02CA609620995B035DA76D750E233DB5C00
 MAIN BLOCK: CD9AF79BC964D0F216BD9F83BE93B2467208686FFC0D295E2C2A3782D99AB704 
 FORK BLOCK: 38A2573F75518EAB78767DE4C99177475F2DCFDE644FDAC9B0CB8CB4FB41CF20
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         41,52% |           0,00% |   [2018-06-18 05:00:10.931853]
         54,49% |           0,00% |   [2018-06-18 05:00:10.944836]
         58,60% |           0,00% |   [2018-06-18 05:00:10.953844]
         61,32% |           0,00% |   [2018-06-18 05:00:11.029844]
         61,54% |           0,00% |   [2018-06-18 05:00:11.030834]
         61,31% |           0,00% |   [2018-06-18 05:00:47.164847]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    6x ROOT: 80088875C077BB04076E3107213F3AB56D4F3396902F95F79EF8214CF507572A
 MAIN BLOCK: 95A2575BDBC64952A40EDD729558799BFFCA2D72589C0DC9EC197B4A1CD9971E 
 FORK BLOCK: 5D08BC9C01F91FB089DB4B5AB569BCF6309B50E89759891FFDA0C5AD3A84AE5A
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         38,61% |           0,00% |   [2018-06-18 05:10:24.646004]
         40,27% |           0,00% |   [2018-06-18 05:10:24.647015]
         53,42% |           0,00% |   [2018-06-18 05:10:24.649009]
         63,02% |           0,00% |   [2018-06-18 05:10:24.679001]
         67,38% |           0,00% |   [2018-06-18 05:10:24.979993]
         70,19% |           0,00% |   [2018-06-18 05:10:24.985993]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    6x ROOT: 3986E771BF0FB2160E64BC8784FBED0C95B8FF69346CBB441681DCAA43AE505A
 MAIN BLOCK: 1354281930F2A6CC09D6B8A647772DA3E063C09A59C6F49450EDDB6B39EE8CC9 
 FORK BLOCK: 28AB2DD302F5622CFD237E28B1C09877742249CE09FDEADD7B03B2FAA3D6FAC1
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         46,29% |           0,00% |   [2018-06-18 05:16:08.194690]
         52,30% |           0,00% |   [2018-06-18 05:16:08.198689]
         53,97% |           0,00% |   [2018-06-18 05:16:08.203689]
         63,56% |           0,00% |   [2018-06-18 05:16:08.209690]
         67,92% |           0,00% |   [2018-06-18 05:16:08.257680]
         70,73% |           0,00% |   [2018-06-18 05:16:08.557673]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    6x ROOT: 7933924A12148530234F574F3628A2856E30A29753A0C2D1C8C206F4A8E23BC7
 MAIN BLOCK: 35640645D10D8AE623F7CF898D917C0983F35F365F1863FB40159FEDEE8DFF83 
 FORK BLOCK: 071FEE559BDD1292EED45FEEA4DAFEEA5CCA1354E4237D0C89728FBDD54F4CB1
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         39,58% |           0,00% |   [2018-06-18 05:36:26.878677]
         52,73% |           0,00% |   [2018-06-18 05:36:26.879678]
         54,39% |           0,00% |   [2018-06-18 05:36:26.904683]
         63,99% |           0,00% |   [2018-06-18 05:36:26.909676]
         68,35% |           0,00% |   [2018-06-18 05:36:26.953674]
         71,16% |           0,00% |   [2018-06-18 05:36:27.003683]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    6x ROOT: A354C28CC9096C126894809252582613839CCB6994784C95884296F7B7DC7697
 MAIN BLOCK: 08BF864AF9991568BC066E80D00634929FD51B9B967B060187E6B300E39ED1F9 
 FORK BLOCK: D081F464EFE1866B192E659FFAD29627D2C994D698E15D1930DE4C6D2BD1B03D
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         46,72% |           0,00% |   [2018-06-18 05:38:35.319670]
         56,32% |           0,00% |   [2018-06-18 05:38:35.340668]
         62,33% |           0,00% |   [2018-06-18 05:38:35.341668]
         63,99% |           0,00% |   [2018-06-18 05:38:35.342668]
         68,35% |           0,00% |   [2018-06-18 05:38:35.401667]
         71,16% |           0,00% |   [2018-06-18 05:38:35.451679]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    6x ROOT: 66E880FD154A8526876C3659803BD023D35D34CD7CEAB617C6774ADD1D3E27E1
 MAIN BLOCK: C0B2783EFE5F99425C984CD05CF1AA389052F22CA44AE3EA1BA05CF2D972292E 
 FORK BLOCK: 7F54734E9F07CF4DB197E627A22D81834A4964CD231638A43C4942B59AFCD8A1
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         46,54% |           0,00% |   [2018-06-18 05:48:28.168004]
         52,55% |           0,00% |   [2018-06-18 05:48:28.516441]
         62,15% |           0,00% |   [2018-06-18 05:48:28.517441]
         63,81% |           0,00% |   [2018-06-18 05:48:28.519441]
         68,17% |           0,00% |   [2018-06-18 05:48:28.535450]
         68,35% |           0,00% |   [2018-06-18 05:48:29.242944]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    6x ROOT: 78A90EE1A03A22BE78F48D7050006A90ED9C91397149DF5C086A14A2BA3CCAAC
 MAIN BLOCK: FF10B1285E8378067945DD5BB11A61F516FDC690F6499D6842A1CDAC7007D074 
 FORK BLOCK: 963ACAFE22567F551D70529734D2D317FB6974296685643D4609C760EFFAB68A
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         44,25% |           0,00% |   [2018-06-18 07:16:37.410523]
         45,92% |           0,00% |   [2018-06-18 07:16:37.414525]
         54,31% |           0,00% |   [2018-06-18 07:16:37.426523]
         63,90% |           0,00% |   [2018-06-18 07:16:37.428539]
         68,26% |           0,00% |   [2018-06-18 07:16:37.482524]
         71,07% |           0,00% |   [2018-06-18 07:16:37.532520]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    6x ROOT: E01D77FC14DADF287276A7EB8C5E37E5D316CE93FABF32BDEA6B45A43FDFDD80
 MAIN BLOCK: 3AFA236D36EB7997944A21DF419E09A962E0639F712B6E09E56BCB8D146AFFB5 
 FORK BLOCK: 12817D6759AF51295BEF98DA7952108619B65F49FABDAC79D9EB574F1F3E3D3F
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         46,43% |           0,00% |   [2018-06-18 07:18:21.742175]
         55,99% |           0,00% |   [2018-06-18 07:18:21.758179]
         57,68% |           0,00% |   [2018-06-18 07:18:21.762167]
         63,57% |           0,00% |   [2018-06-18 07:18:21.767168]
         67,93% |           0,00% |   [2018-06-18 07:18:21.824166]
         70,74% |           0,00% |   [2018-06-18 07:18:21.875164]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    6x ROOT: 457B9761F147D2A1E638C642F63DA8208D68B9B33573C01EE64BE364B045F78A
 MAIN BLOCK: ACECBD1F979219EEE1ABDBF27BD81DFAE315740405CDACC131FD08FF164FA4EA 
 FORK BLOCK: 187F0A7516661F3EF824768DCAB80F2225C2CACE1A6DF45E3752BC95928809D9
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         49,56% |           0,00% |   [2018-06-18 10:14:19.420061]
         57,84% |           0,00% |   [2018-06-18 10:14:19.439051]
         60,56% |           0,00% |   [2018-06-18 10:14:19.473049]
         66,15% |           0,00% |   [2018-06-18 10:14:19.484047]
         70,51% |           0,00% |   [2018-06-18 10:14:19.568050]
         73,39% |           0,00% |   [2018-06-18 10:14:19.618048]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    5x ROOT: 1A90D9041BB2A6A6D72F60EED22675F35131B7CE6F28E174F5575C0ABC1AE6FC
 MAIN BLOCK: 5689843D8050AA282B86BAAA0078709C0E8F0E877F5EC88343E0F0A7323685F2 
 FORK BLOCK: 43EE5EF4EA866ABCAA0F4005638F0901B939986C34BABEE5B266D9E450164CA7
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         46,28% |           0,00% |   [2018-06-18 02:18:14.527072]
         54,70% |           0,00% |   [2018-06-18 02:18:14.541070]
         64,50% |           0,00% |   [2018-06-18 02:18:14.549070]
         68,61% |           0,00% |   [2018-06-18 02:18:14.872564]
         71,33% |           0,00% |   [2018-06-18 02:18:14.879565]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    5x ROOT: 2732DA6EF64BB0F7F3A2B9881F52B6DD6FC9D626F07CBA4D27BD28BB2164767E
 MAIN BLOCK: B24D288A195FC748F2AA53C4B471D368F138F1D36595E37E12366D2D7300E4AD 
 FORK BLOCK: A80533470E44A9C030BE0185677D02A6894B8C6485CA68E221299E12551FC81F
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         40,57% |           0,00% |   [2018-06-18 05:00:12.201800]
         53,54% |           0,00% |   [2018-06-18 05:00:12.205810]
         57,64% |           0,00% |   [2018-06-18 05:00:12.208800]
         60,37% |           0,00% |   [2018-06-18 05:00:12.282798]
         60,56% |           0,00% |   [2018-06-18 05:00:47.167836]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    5x ROOT: FE813D32F9143379A900E40A1078C5F91A89CA18F8053BEE245994E8128A5F4B
 MAIN BLOCK: CF30B3EE95D978C2A8D5F0E7A9D73121BAA218450E60B74C2A892D4FD95AB57B 
 FORK BLOCK: 7BD48CFFA7B55AD7F3AD17CE54A3974FD9DB10CDE92370E4DED2E3E66FDA9E21
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         39,70% |           0,00% |   [2018-06-18 05:00:12.259816]
         49,50% |           0,00% |   [2018-06-18 05:00:12.263798]
         49,72% |           0,00% |   [2018-06-18 05:00:12.267809]
         52,44% |           0,00% |   [2018-06-18 05:00:12.325796]
         52,10% |           0,00% |   [2018-06-18 05:00:47.167836]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    5x ROOT: 83BCC896594B88C0BC9E0742AAB3FE16517ACA59CE8BCCFE88F12AB2FEB9EFAD
 MAIN BLOCK: 7F131599F63F4B99E6BE4B589096C2AA3AEF0D418C0ADDD787CEDA163F746990 
 FORK BLOCK: 04D1B9E3F9EE6206667E110683A97DD5AD892688AD31A8DA8064558688D08FF6
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         41,86% |           0,00% |   [2018-06-18 05:37:34.955717]
         46,21% |           0,00% |   [2018-06-18 05:37:35.025976]
         49,03% |           0,00% |   [2018-06-18 05:37:35.054976]
         51,77% |           0,00% |   [2018-06-18 05:37:35.136972]
         60,58% |           0,00% |   [2018-06-18 05:37:35.137985]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    5x ROOT: EB167BAF6ABF01B0BD35140F3F8A7103CA5564A8FD5025076EDE0716B2E5D14A
 MAIN BLOCK: EC3B2ADDCB2E7299D377EC33872FA1CA41E7D6BE4189F4D9A953560F87293D2B 
 FORK BLOCK: 4D415120FFA676DD771987E15F4EA649BD32FB20DE5A93519D6711F209E20ABB
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         41,17% |           0,00% |   [2018-06-18 06:10:30.927088]
         54,32% |           0,00% |   [2018-06-18 06:10:30.929079]
         63,92% |           0,00% |   [2018-06-18 06:10:30.944079]
         68,27% |           0,00% |   [2018-06-18 06:10:30.982092]
         71,09% |           0,00% |   [2018-06-18 06:10:31.032088]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    5x ROOT: 546C729BEA9D19E6F043A49E9A4E826E57F48240BDB681F87A7C05C9ED55F799
 MAIN BLOCK: 118C5C2E6B2573CA849352A244C67AF33B33BEF283F10F8D2BD54BC23B02D945 
 FORK BLOCK: F9FB40BA988ACBA6638950ACB801265CCFFB96412C4C5F9A07152F18468F65E9
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         45,92% |           0,00% |   [2018-06-18 06:59:30.371833]
         54,31% |           0,00% |   [2018-06-18 06:59:30.377848]
         63,90% |           0,00% |   [2018-06-18 06:59:30.399842]
         68,26% |           0,00% |   [2018-06-18 06:59:30.766428]
         71,07% |           0,00% |   [2018-06-18 06:59:30.767428]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    5x ROOT: BAEB41F0DA652593F90F819C447FE6BA854C95CB065BCBE91FE7D6146DDDD1D3
 MAIN BLOCK: D11D30197AE4B77D99CF41AB5003965410F6F2B6E53C86DAC4B4A5D7D8435C2C 
 FORK BLOCK: 04A5648A6BA6DBB22A02C89B644FE31391AD6C13C191DCAC4DC5C32960B9CF4F
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         45,92% |           0,00% |   [2018-06-18 07:16:37.859511]
         54,31% |           0,00% |   [2018-06-18 07:16:37.875516]
         63,90% |           0,00% |   [2018-06-18 07:16:37.878510]
         68,26% |           0,00% |   [2018-06-18 07:16:37.915509]
         71,07% |           0,00% |   [2018-06-18 07:16:37.965517]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    5x ROOT: A3DC2917B4D169634F335D3EBF6DD74EED84908265AD33ACB5A5498ED8BCA8E3
 MAIN BLOCK: B1EE5252A26AAAFD96137582FD38AE90AF5E8E93DBEE6541832F1C09FEA144A9 
 FORK BLOCK: 31465C8AEFCBAD5F4BB1BCD787FB0DFC1A5B56B5FFCF1A53E2AD7F83F25DB9CD
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         44,00% |           0,08% |   [2018-06-18 08:33:18.078225]
         49,90% |           0,08% |   [2018-06-18 08:33:18.111226]
         58,31% |           0,08% |   [2018-06-18 08:33:18.164221]
         61,06% |           0,08% |   [2018-06-18 08:33:18.240228]
         69,74% |           0,08% |   [2018-06-18 08:33:18.242220]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    4x ROOT: 945B39D1090BC5204A8556C58D926ADF36E171B05F368E911660025DB217FDA4
 MAIN BLOCK: 3B7E7430D654B80213DA7EACD2BE6C75D0B2EAF52B63D50A037C846A97374FAB 
 FORK BLOCK: 1B25E36E0E1CC9DA4439820FFA4F712372575A50845130BD35C93C24ACA44982
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         48,41% |           0,00% |   [2018-06-18 00:18:19.025641]
         60,15% |           0,00% |   [2018-06-18 00:18:19.026641]
         63,13% |           0,00% |   [2018-06-18 00:18:19.087641]
         70,38% |           0,00% |   [2018-06-18 00:18:19.197637]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    4x ROOT: A57F5F9ACCA042DB34A907A1A034638C7CC8E6ECC3CE081FCCD3AF73164E566A
 MAIN BLOCK: 697138E95467CBC6836D2A7C12CF7E3C58CAB466154657D0EDE088CC5BCC086B 
 FORK BLOCK: C24729F2B9700ABA6104AF9633053D75F8C6E9A2D2707FEFE3F856015E0031C8
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         40,00% |           0,00% |   [2018-06-18 05:32:33.414240]
         48,41% |           0,00% |   [2018-06-18 05:32:33.444238]
         61,56% |           0,00% |   [2018-06-18 05:32:33.455238]
         71,16% |           0,00% |   [2018-06-18 05:32:33.474238]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    4x ROOT: 6381E0D31058F73DAAB0ED709758F51A80DEC70759633100E1013BEF565913C3
 MAIN BLOCK: 3F2A74C1046C8983F5CF102BF072EFDB771F163F2887EBD0AC1541C0C0322642 
 FORK BLOCK: EF09126D6035AD1A2DBA16E641FCA5A3D9A213777D8BB735F93559A140784AE6
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         41,24% |           0,00% |   [2018-06-18 05:32:33.776250]
         54,39% |           0,00% |   [2018-06-18 05:32:34.412546]
         63,99% |           0,00% |   [2018-06-18 05:32:34.422536]
         68,35% |           0,00% |   [2018-06-18 05:32:34.424537]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    4x ROOT: CBEA5096A904B8EE598FE676678971762D01321638DDDF1EC7179F28B36D75FF
 MAIN BLOCK: E766F030C8EC13B8F2EA1DBD898D8D898CC9A3972AE424CBC738C95387C15611 
 FORK BLOCK: 1E6AC31FFF4F927350768152961BBB0A8604414195B6B82388E5C410C69BB1DC
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         42,84% |           0,00% |   [2018-06-18 05:42:54.905940]
         52,44% |           0,00% |   [2018-06-18 05:42:54.912939]
         56,80% |           0,00% |   [2018-06-18 05:42:54.939939]
         59,61% |           0,00% |   [2018-06-18 05:42:55.265533]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    4x ROOT: 36AA4EB4A641CE2222C79981FAA06E997079584624C971B524086E51CCC93489
 MAIN BLOCK: 30ABB03D0E352E3ECC77931B23B06D0EE3EEAF7C9D790AC597EC67A1A0AA82EB 
 FORK BLOCK: 5E788A290836D4E207D44667D6AD0B37B22ACD8A969E8E10CA076006967D97E8
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         46,36% |           0,08% |   [2018-06-18 07:32:14.103351]
         52,25% |           0,08% |   [2018-06-18 07:32:14.159340]
         52,22% |           0,08% |   [2018-06-18 07:32:34.132610]
         52,22% |           0,08% |   [2018-06-18 07:33:14.083342]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    2x ROOT: 1BCFFA3BF01633F497AC1597EF1839E397685AACE80BE05E1E39BD259C17FCAE
 MAIN BLOCK: 11859C188136572F89F23DFEA3B3C3D2CFF53D7694BCFF4CE28F714321E2A59A 
 FORK BLOCK: 11859C188136572F89F23DFEA3B3C3D2CFF53D7694BCFF4CE28F714321E2A59A
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         43,59% |           0,13% |   [2018-06-18 02:27:03.777987]
         47,70% |           0,13% |   [2018-06-18 02:27:03.856843]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    2x ROOT: 73A968D7E70020E045DDF68B76E66DA4A6C4933BB7FC12E8E4565E4A02A9713B
 MAIN BLOCK: C5C67DE57540F56F939B4EB6F079DD14305F20F6FFD6373134D9A6B33BCA2278 
 FORK BLOCK: 25E07AB1CDCF6CE68EB9B9D2D59FA3B6756A326719D58815D2B40AB1ECE445B4
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         40,49% |           0,00% |   [2018-06-18 05:32:32.649803]
         50,09% |           0,00% |   [2018-06-18 05:32:32.664813]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
